product_id,product_name,brand_id,category_id,model_year,list_price,Category_name
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,Children Bicycles
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,Children Bicycles
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,Children Bicycles
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,Children Bicycles
85,Haro Downtown 16 - 2017,2,1,2017,329.99,Children Bicycles
101,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99,Children Bicycles
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99,Cruisers Bicycles
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,349.99,Children Bicycles
96,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99,Children Bicycles
97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,1,2017,349.99,Children Bicycles
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,Children Bicycles
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,Children Bicycles
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,Children Bicycles
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,Children Bicycles
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,Children Bicycles
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,Children Bicycles
1,Trek 820 - 2016,9,6,2016,379.99,Mountain Bikes
37,Haro Flightline One ST - 2017,2,6,2017,379.99,Mountain Bikes
112,Trek 820 - 2018,9,6,2018,379.99,Mountain Bikes
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,Children Bicycles
266,Trek Superfly 20 - 2018,9,1,2018,399.99,Children Bicycles
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99,Cruisers Bicycles
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99,Cruisers Bicycles
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99,Cruisers Bicycles
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99,Comfort Bicycles
109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99,Comfort Bicycles
17,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429,Cruisers Bicycles
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99,Cruisers Bicycles
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99,Cruisers Bicycles
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99,Cruisers Bicycles
18,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449,Cruisers Bicycles
19,Pure Cycles William 3-Speed - 2016,4,3,2016,449,Cruisers Bicycles
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99,Cruisers Bicycles
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99,Comfort Bicycles
108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,449.99,Comfort Bicycles
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,Comfort Bicycles
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,Comfort Bicycles
6,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,Mountain Bikes
32,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,Mountain Bikes
33,Surly Wednesday Frameset - 2017,8,6,2017,469.99,Mountain Bikes
34,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,Mountain Bikes
119,Trek Kids' Neko - 2018,9,6,2018,469.99,Mountain Bikes
125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99,Mountain Bikes
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99,Mountain Bikes
127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99,Mountain Bikes
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99,Comfort Bicycles
111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99,Comfort Bicycles
224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99,Cruisers Bicycles
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99,Cruisers Bicycles
104,Sun Bicycles Streamway - 2017,7,2,2017,481.99,Comfort Bicycles
64,Electra Townie Original 7D - 2017,1,3,2017,489.99,Cruisers Bicycles
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99,Children Bicycles
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99,Children Bicycles
102,Electra Townie Original 7D - 2017,1,2,2017,489.99,Comfort Bicycles
113,Trek Marlin 5 - 2018,9,6,2018,489.99,Mountain Bikes
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,Children Bicycles
25,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,Comfort Bicycles
15,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles
223,Electra Cruiser Lux 3i - 2018,1,3,2018,529.99,Cruisers Bicycles
231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,529.99,Cruisers Bicycles
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99,Comfort Bicycles
44,Haro SR 1.1 - 2017,2,6,2017,539.99,Mountain Bikes
12,Electra Townie Original 21D - 2016,1,3,2016,549.99,Cruisers Bicycles
24,Electra Townie Original 21D - 2016,1,2,2016,549.99,Comfort Bicycles
38,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,Mountain Bikes
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99,Comfort Bicycles
212,Electra Townie Original 21D - 2018,1,3,2018,559.99,Cruisers Bicycles
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99,Cruisers Bicycles
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,Comfort Bicycles
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,Comfort Bicycles
114,Trek Marlin 6 - 2018,9,6,2018,579.99,Mountain Bikes
16,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles
20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles
26,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,Comfort Bicycles
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99,Cruisers Bicycles
247,Electra Townie Original 7D EQ - 2018,1,3,2018,599.99,Cruisers Bicycles
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,599.99,Cruisers Bicycles
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99,Cruisers Bicycles
219,Electra Moto 3i - 2018,1,3,2018,639.99,Cruisers Bicycles
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99,Cruisers Bicycles
246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,639.99,Cruisers Bicycles
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99,Cruisers Bicycles
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99,Cruisers Bicycles
82,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99,Cruisers Bicycles
245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,659.99,Cruisers Bicycles
226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,679.99,Cruisers Bicycles
243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,679.99,Cruisers Bicycles
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,Comfort Bicycles
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,Comfort Bicycles
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99,Cruisers Bicycles
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,Comfort Bicycles
2,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,Mountain Bikes
53,Surly Ogre Frameset - 2017,8,7,2017,749.99,Road Bikes
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99,Cruisers Bicycles
116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99,Mountain Bikes
166,Trek Domane AL 2 Women's - 2018,9,7,2018,749.99,Road Bikes
167,Surly ECR Frameset - 2018,8,7,2018,749.99,Road Bikes
178,Trek Domane AL 2 - 2018,9,7,2018,749.99,Road Bikes
215,Electra Queen of Hearts 3i - 2018,1,3,2018,749.99,Cruisers Bicycles
236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,749.99,Cruisers Bicycles
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,749.99,Cruisers Bicycles
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,749.99,Cruisers Bicycles
241,Electra Townie Commute 8D - 2018,1,3,2018,749.99,Cruisers Bicycles
249,Electra White Water 3i - 2018,1,3,2018,749.99,Cruisers Bicycles
254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,749.99,Cruisers Bicycles
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,Comfort Bicycles
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,Comfort Bicycles
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,Comfort Bicycles
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,Comfort Bicycles
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99,Cruisers Bicycles
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99,Cruisers Bicycles
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,Cruisers Bicycles
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,Comfort Bicycles
35,Sun Bicycles Spider 3i - 2017,7,6,2017,832.99,Mountain Bikes
36,Surly Troll Frameset - 2017,8,6,2017,832.99,Mountain Bikes
237,Electra Relic 3i - 2018,1,3,2018,849.99,Cruisers Bicycles
45,Haro SR 1.2 - 2017,2,6,2017,869.99,Mountain Bikes
52,Surly Steamroller - 2017,8,7,2017,875.99,Road Bikes
214,Electra Tiger Shark 3i - 2018,1,3,2018,899.99,Cruisers Bicycles
216,Electra Super Moto 8i - 2018,1,3,2018,899.99,Cruisers Bicycles
234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,899.99,Cruisers Bicycles
235,Electra Koa 3i Ladies' - 2018,1,3,2018,899.99,Cruisers Bicycles
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99,Cruisers Bicycles
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,899.99,Cruisers Bicycles
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,Cruisers Bicycles
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99,Cruisers Bicycles
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,Cruisers Bicycles
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,Comfort Bicycles
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,Comfort Bicycles
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,Comfort Bicycles
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,Comfort Bicycles
217,Electra Straight 8 3i - 2018,1,3,2018,909.99,Cruisers Bicycles
129,Trek X-Caliber 7 - 2018,9,6,2018,919.99,Mountain Bikes
130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99,Mountain Bikes
179,Trek Domane AL 3 - 2018,9,7,2018,919.99,Road Bikes
180,Trek Domane AL 3 Women's - 2018,9,7,2018,919.99,Road Bikes
158,Trek CrossRip 1 - 2018,9,7,2018,959.99,Road Bikes
225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,959.99,Cruisers Bicycles
3,Surly Wednesday Frameset - 2016,8,6,2016,999.99,Mountain Bikes
27,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,Mountain Bikes
29,Trek X-Caliber 8 - 2017,9,6,2017,999.99,Mountain Bikes
30,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,Mountain Bikes
118,Trek X-Caliber 8 - 2018,9,6,2018,999.99,Mountain Bikes
123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99,Mountain Bikes
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99,Cruisers Bicycles
143,Trek Domane ALR 3 - 2018,9,7,2018,1099.99,Road Bikes
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99,Cruisers Bicycles
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.9,Cruisers Bicycles
170,Trek CrossRip 2 - 2018,9,7,2018,1299.99,Road Bikes
5,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,Mountain Bikes
163,Surly Pack Rat - 2018,8,7,2018,1349,Road Bikes
46,Haro SR 1.3 - 2017,2,6,2017,1409.99,Mountain Bikes
41,Haro Shift R3 - 2017,2,6,2017,1469.99,Mountain Bikes
117,Trek Ticket S Frame - 2018,9,6,2018,1469.99,Mountain Bikes
124,Surly Krampus - 2018,8,6,2018,1499,Mountain Bikes
39,Trek Stache 5 - 2017,9,6,2017,1499.99,Mountain Bikes
48,Trek Emonda S 4 - 2017,9,7,2017,1499.99,Road Bikes
132,Trek Procal AL Frameset - 2018,9,6,2018,1499.99,Mountain Bikes
133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99,Mountain Bikes
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99,Mountain Bikes
135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99,Mountain Bikes
10,Surly Straggler - 2016,8,4,2016,1549,Cyclocross Bicycles
164,Surly Straggler 650b - 2018,8,7,2018,1549,Road Bikes
168,Surly Straggler - 2018,8,7,2018,1549,Road Bikes
210,Surly Straggler - 2018,8,4,2018,1549,Cyclocross Bicycles
211,Surly Straggler 650b - 2018,8,4,2018,1549,Cyclocross Bicycles
144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1549.99,Road Bikes
151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1549.99,Road Bikes
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99,Electric Bikes
141,Trek Stache 5 - 2018,9,6,2018,1599.99,Mountain Bikes
31,Surly Wednesday - 2017,8,6,2017,1632.99,Mountain Bikes
11,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,Road Bikes
8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes
136,Trek Procaliber 6 - 2018,9,6,2018,1799.99,Mountain Bikes
145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1799.99,Road Bikes
147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1799.99,Road Bikes
208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99,Cyclocross Bicycles
128,Surly ECR 27.5 - 2018,8,6,2018,1899,Mountain Bikes
161,Surly ECR - 2018,8,7,2018,1899,Road Bikes
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99,Road Bikes
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,Road Bikes
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,Road Bikes
181,Trek Domane SL 5 - 2018,9,7,2018,2199.99,Road Bikes
183,Trek Domane SL 5 Women's - 2018,9,7,2018,2199.99,Road Bikes
138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2249.99,Mountain Bikes
42,Trek Fuel EX 5 27.5 Plus - 2017,9,6,2017,2299.99,Mountain Bikes
159,Trek Emonda ALR 6 - 2018,9,7,2018,2299.99,Road Bikes
196,Trek Verve+ - 2018,9,5,2018,2299.99,Electric Bikes
197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99,Electric Bikes
28,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,Mountain Bikes
120,Trek Fuel EX 7 29 - 2018,9,6,2018,2499.99,Mountain Bikes
121,Surly Krampus Frameset - 2018,8,6,2018,2499.99,Mountain Bikes
122,Surly Troll Frameset - 2018,8,6,2018,2499.99,Mountain Bikes
152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2499.99,Road Bikes
165,Trek 1120 - 2018,9,7,2018,2499.99,Road Bikes
182,Trek Domane SL 5 Disc - 2018,9,7,2018,2499.99,Road Bikes
131,Heller Bloodhound Trail - 2018,3,6,2018,2599,Mountain Bikes
137,Heller Shagamaw GX1 - 2018,3,6,2018,2599,Mountain Bikes
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99,Road Bikes
192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2599.99,Electric Bikes
195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2599.99,Electric Bikes
250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2599.99,Cruisers Bicycles
253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2599.99,Cruisers Bicycles
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,Comfort Bicycles
55,Trek Domane S 6 - 2017,9,7,2017,2699.99,Road Bikes
185,Trek Conduit+ - 2018,9,5,2018,2799.99,Electric Bikes
187,Trek Neko+ - 2018,9,5,2018,2799.99,Electric Bikes
189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99,Electric Bikes
190,Trek Dual Sport+ - 2018,9,5,2018,2799.99,Electric Bikes
191,Electra Loft Go! 8i - 2018,1,5,2018,2799.99,Electric Bikes
193,Trek Lift+ - 2018,9,5,2018,2799.99,Electric Bikes
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,Road Bikes
4,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes
9,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes
139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99,Mountain Bikes
162,Trek Emonda SL 6 Disc - 2018,9,7,2018,2999.99,Road Bikes
198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99,Electric Bikes
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99,Electric Bikes
209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99,Cyclocross Bicycles
251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99,Cruisers Bicycles
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99,Cruisers Bicycles
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99,Road Bikes
115,Trek Fuel EX 8 29 - 2018,9,6,2018,3199.99,Mountain Bikes
142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3199.99,Mountain Bikes
171,Trek Domane SL 6 - 2018,9,7,2018,3199.99,Road Bikes
172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3199.99,Road Bikes
173,Trek Domane ALR Frameset - 2018,9,7,2018,3199.99,Road Bikes
174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3199.99,Road Bikes
175,Trek Domane SLR Frameset - 2018,9,7,2018,3199.99,Road Bikes
176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99,Road Bikes
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,Road Bikes
206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99,Cyclocross Bicycles
49,Trek Domane SL 6 - 2017,9,7,2017,3499.99,Road Bikes
62,Trek Boone 7 - 2017,9,4,2017,3499.99,Cyclocross Bicycles
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99,Cyclocross Bicycles
184,Trek Domane SL 6 Disc - 2018,9,7,2018,3499.99,Road Bikes
188,Trek XM700+ Lowstep - 2018,9,5,2018,3499.99,Electric Bikes
194,Trek XM700+ - 2018,9,5,2018,3499.99,Electric Bikes
200,Trek Powerfly 5 - 2018,9,5,2018,3499.99,Electric Bikes
202,Trek Powerfly 5 Women's - 2018,9,5,2018,3499.99,Electric Bikes
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99,Electric Bikes
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,Road Bikes
7,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes
207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99,Cyclocross Bicycles
150,Trek Emonda SL 7 - 2018,9,7,2018,4499.99,Road Bikes
160,Trek Emonda SLR 6 - 2018,9,7,2018,4499.99,Road Bikes
186,Trek CrossRip+ - 2018,9,5,2018,4499.99,Electric Bikes
201,Trek Powerfly 5 FS - 2018,9,5,2018,4499.99,Electric Bikes
40,Trek Fuel EX 9.8 29 - 2017,9,6,2017,4999.99,Mountain Bikes
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99,Road Bikes
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99,Electric Bikes
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99,Mountain Bikes
146,Trek Domane SLR 6 - 2018,9,7,2018,4999.99,Road Bikes
153,Trek Domane SL 7 Women's - 2018,9,7,2018,4999.99,Road Bikes
203,Trek Powerfly 7 FS - 2018,9,5,2018,4999.99,Electric Bikes
205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99,Electric Bikes
43,Trek Fuel EX 9.8 27.5 Plus - 2017,9,6,2017,5299.99,Mountain Bikes
47,Trek Remedy 9.8 - 2017,9,6,2017,5299.99,Mountain Bikes
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99,Road Bikes
148,Trek Domane SL 8 Disc - 2018,9,7,2018,5499.99,Road Bikes
154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5499.99,Road Bikes
177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5499.99,Road Bikes
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99,Road Bikes
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99,Road Bikes
156,Trek Domane SL Frameset - 2018,9,7,2018,6499.99,Road Bikes
157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6499.99,Road Bikes
169,Trek Emonda SLR 8 - 2018,9,7,2018,6499.99,Road Bikes
149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7499.99,Road Bikes
155,Trek Domane SLR 9 Disc - 2018,9,7,2018,11999.99,Road Bikes
